"그냥	8060
남겼어요	3698
슈패너	2649
맹맹해요	5356
제왕	4246
파스쿠찌	5274
가만히	7550
되니	833
도보	6959
안되네요	3135
시간대	641
사고	4793
꾸며	4850
챙겨주세요	5731
소통	4342
200	6044
밍밍	1878
찍찍	5524
try	5157
그날	1747
같네여	5751
들린다고	8036
판단	4529
제외	1099
적지	3968
사과	2400
케냐	3565
마스	368
들어주시고	7422
호기심	6882
편안합니다	5271
212	1050
라지	2839
갈수록	3763
본다면	7290
됐는데	5385
아니여서	1268
독보	1594
옵션	169
있으시네요	2838
빨라요	3697
배려	1764
감각	1491
정이	502
예쁘고요	5663
오고있어요	7060
일부러	1884
가능해요	3241
신선한	2364
렐레	4923
프렌치토스트	5069
용하고	5473
보이차	3753
놀랬어요	6245
하다만	5580
그다지	6283
그냥	200
뚱뚱한	7165
들어요	530
진해서	224
마시	102
쫀득	1867
정작	3349
호텔	1136
순삭	4485
마실	145
문화	2022
꿀맛	4399
커피우유	6626
화장실	391
쑥맛	4851
마신	5559
쁘띠	5017
beautiful	5187
데이	998
그랬다	5043
없습니다만	7723
가니까	1840
점점	3930
기다렸다가	7588
보이진	8004
답답하지	4820
양해	4860
딱이고	7021
만들었던	2312
보이지	622
놔서	4512
그랬지만	4082
숙성	1101
가긴	5736
어렵지	7803
가기	674
가길	3819
하게	1045
2만원	6404
남산타워	3114
마싯	3228
초기	3859
마심	5886
입니다요	3849
어떡하지	6936
#가락동빽다방	7322
남았는데	7995
24시간	3467
아니라서	1877
가는듯	6986
예의	2794
대한	1067
드시면	1168
대하	1483
괜찮았네요	7269
대학	3834
latte	5149
불친절	536
가까	5937
한개	2159
된다	4725
대해	445
몇개	3666
코엑스	4788
하지도	513
넣는걸	7764
동문	6035
나을듯	6271
싶으신	5526
어떡해요	7297
배고파서	7884
bbbbb	7421
드려요	920
의심스러울	3230
카페모카	2549
보았습니다	6409
넝쿨	7775
눈데	3848
나왔지만	6446
차지	1209
맛있다는	3354
6/14	2137
당황	25
두고	2811
괜찮	5295
접종	6716
주신는거	6388
주간	3772
하고	462
동물	2679
아니네요	4806
이겠군요	4556
순서	6374
아늑하니	6440
문후	5953
클래식	57
주가	3270
총각	5034
찻잔	1170
저쪽	8065
클래스	7503
홍콩	1388
찾으	919
예뻐서	1375
메뉴	146
죄다	1357
되어서	3289
달았다	67
울렸어요	7474
와서	2224
평이한	6449
30분	1664
온다면	5411
가보니	4603
계시던데	6442
같았는데	3451
괜찮았음	2011
걷다가	4008
청계산	6493
땅콩	4297
달다어요	928
부러지게	4566
크레페	5008
커피집	4036
찾은	5387
없어졌어요	1996
찾을	4818
여쭤	440
회전	417
쓰레기	780
프라	2719
예전	989
시켰다고	8245
적당해서	1360
뇌물	5091
모히또	6265
나은듯	4209
반박	6735
제작	2989
만족하고	1610
풀이	3071
stylish	6364
한계	7883
점주	4963
반미	5987
제일	526
하시질	7298
가다가	3224
대형	4051
맛있으면	6431
있었음	3792
제재	6469
할거	5905
않겠다는	1576
학교	3329
하구	2500
불쾌	4992
예정	1737
하지는	4276
샤베트	5598
소파	666
돋보였습니다	5105
쉬러	7715
맛있었지만	4356
커피점	7999
사기	3929
살구	7729
학구	3469
먹어서	1257
할게	456
할것	2005
나더라구요	2268
싱싱하고	7981
일본어	7011
벗고	2476
대화	431
ㅋㅋㅋㅋㅋ	105
피넛	3770
상가	2340
bright	5133
동반	1600
갈까	6433
별다방	5873
워낙	2376
부탁	2929
쓰여서	2546
얹어주고	7413
기대는	5450
불편함이	1425
체리	4299
순수	3171
과자류	5790
빠지곤	6455
준거	7669
까놀레	7200
좋겠음	423
모르겠으나	1519
신기하네요	7572
기발하다	954
1분	3044
싶다면	1138
교우	7733
바보	2030
좁은데	1621
주고	8
그랬던	7460
지하	2058
friendly	6365
나머진	7377
한국	2819
불편해요	1814
나머지	4511
빼는	6216
아저씨	51
순수한	7502
프렌	4409
하십니다	2074
day	4761
주관	7076
아늑하도	7293
프레	5039
갖고	5377
혜화	5576
부터	713
아니에요	1781
로나	4720
지해	6352
3분	5477
레몬	745
올려진	3982
3000원	3504
그늘	4014
고풍	6117
솔트	916
기간	3789
하기	531
프로	5716
리저	3300
교육	805
솔티	6106
그니	2024
불편하지	3965
하긴	725
시리즈	1442
반복	7169
필요없이	7919
제조	3416
없습니다	2050
때렸을거에요	6003
없는듯	4238
괜춘	2000
플라워	6894
아니었음	3100
실패한	2032
5분	305
초콜릿	201
같고	897
신림로	943
싶었는데	2375
2900원	6770
두기	849
걸려요	3427
그닥	1057
더치커피	4300
귀리	5507
하길	1202
비린	4434
진한	781
없으면	1720
3시간	3923
주십니다	344
플랫	68
없으며	6625
내후년	6637
싸지도	7188
했습니다	947
탄산수	4483
원한다면	7879
잡힘	2880
볼수있어	8242
잡힌	2508
맛있긴	1295
음료수	2472
하야오의	7546
치자	8082
스벅중	553
영등포	693
뚱카롱	1095
웃는	1395
유리창	395
뭐해	1944
맙시	3494
세미나	5022
감기	1590
방문	164
이미지	4312
그러네요	7
고픈	1157
커피컵	5491
들리지도	6792
가끔	844
되어있습니다	8203
말라있고	6268
된듯	6019
불러야	7534
상관	1223
채워져있었네요	7167
묵직하게	8059
노원	2404
운동화	7018
섞이지도	8113
선생님	6642
미세	6838
알아서	1549
진행	5602
하지만	667
ㅠㅜㅜ	865
합계	7304
머랭	3709
채우고	4504
소품	416
각박하게	7056
정중히	7966
플레	239
밤바	5950
staff	4197
마늘빵	5090
같이가주시고	7832
쇼콜라	3290
쫀뜩	4381
묘옹무응	3305
없겠다	2262
좋고요	912
합격	4274
did	4750
색감	3800
그러나	1420
있었네요	2251
가로수길	4239
고해	1471
기계	2079
후식	1328
카카오	4058
막아	1379
가나	2562
마사지	4226
있으시고	6272
먹어야	3508
옆집	4497
마셨다	3432
품절	1054
장히	6464
고함	2889
맞습니다	3039
묵직하고	5389
두께	8027
마약	3399
벌꿀	7938
취향	1003
기고	2323
비싼것	5652
시간	125
11월	3485
그랬는지	5391
시각	638
잡아서	4525
맨손	6273
안경점	7051
청결하고	4849
6000원	6028
back	4771
그치만	275
고소해요	3057
플로	6139
식감	905
만씨	7970
비싸고	1445
적혀있는데	8215
팔아요	6532
들었음	394
마시구요	6220
멀웨어	7134
편하게	1625
될듯	5648
비싼거	5392
24시	5651
바빠	6204
캐셔	4837
길가	7932
월넛	4931
느껴져	6342
근데	407
엄청나게	4873
녹음	5378
에타	3393
쾌적합니다	4078
한껏	5260
이유나	7651
씹혀서	3491
부리고	5835
찻집	4677
녹은	7057
상권	2087
#요미스라이스요거트	7345
할까	6172
몰라서	2922
싱싱하니	7699
확실히	2641
목요일	3879
맛없어서	2212
가넝	7691
중간	401
심하네요	4116
고소함을	8013
달고나	3585
캬라멜	2627
오우	350
노인	4470
빠르게	1951
이었으나	4724
3-4	4097
투톱	7584
많아	894
남는샷	348
더워요	4291
만약	4887
정확하게	6090
말씀	3967
오월	683
전체	387
특색	1856
being	4749
지내요	6612
프슈페	8067
같긴	1304
울려서	1469
프리	1302
전시회	6544
할수있는	8207
친절	554
미숙	4288
미수	7875
3.4	4069
3.5	3743
제지	2481
3.8	7794
고소함이	6845
미술	5520
길게	2783
don	5148
적었음	6123
않았음	3015
소한	5010
느껴질	906
주는거	6889
블렌딩	4416
느껴진	1000
known	5203
귀찮아서	6977
주는건	7877
느껴짐	3535
많았어요	1685
케이크	15
없었습니다	3012
올려주지	5586
비싸긴	2009
왕성	3958
07~24	6305
만들어주는것도	7279
갔으나	1746
있겠지만	3515
아늑하고	3708
300	2339
사나	5412
가이드	7406
돌아도	2130
요리	302
특성	2326
가급적	1585
리지	3536
숲속	4348
블렌드	885
쓰게	6926
해주셨는데	3119
먹어요	280
하셨는데	3941
신건	2237
다녀요	7370
노점	5934
럼블	220
카야	3670
더치	3111
매실	3227
로투스	2179
효율	7488
방법	1123
마들렌	357
시끄러웠어요	4253
스크류바	7928
티몬	2596
해결	5398
재구매	3376
샐러드	1914
dry	5226
내리락	7745
맥심	4311
연출	3512
신게	5097
당연한데	7950
한남동	4584
별루임	4538
길고	5897
1천원	4985
ㅠㅡㅠ	236
오일	7674
괜찮았어용	2506
첨부	4692
싫으니	4433
엔터	5860
신경	388
이쁘네요	1775
3500원	3733
시켰었는데	749
오이	6217
나왔습니다	2043
잠봉뵈르	7008
깜빠뉴	3460
배민	4667
괜찮았어요	565
믹스	6221
make	5211
ㅠㅠㅠ	286
인더스트리얼	6503
독서	6968
높아	6412
쓰고	2232
여친	5715
없이도	4012
오네요	880
배불러요	5479
해골	6100
누락	3793
꽁초	7204
가벼운데	5587
사먹으면서	5642
due	7605
부족해서	2283
기름기	7688
오잉	3572
벚꽃	6144
00	3193
01	5156
03	7303
빨라	8220
04	7333
05	4601
06	7346
07	7349
린지	7667
08	2507
시국	2417
진흙	3120
외부	379
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	3332
구역	3809
그렇다고	2345
기기	4037
동행인	6823
신고	3891
하더라구요	2403
꽉참	4475
음식점	4632
받으세요	5611
10	1806
11	4284
12	2503
코딱지	2217
13	7918
14	6807
15	2138
16	7101
수압	7251
17	7385
빨래	4729
18	5199
19	4065
치즈	58
빠방해	3221
그딴	3662
가봐도	5647
비밀	3948
많구요	2298
떨어진다	503
20	2136
터져서	7778
21	8235
22	5108
그때	1919
23	4845
24	7099
26	7321
28	7325
밀쉐	7929
늦은것도	5879
고소하네요	4355
내려놓는	7455
소화	6941
쳐다보고	7160
소환	5847
따뜻하게	1502
용량	2657
하나	359
품질	4637
대성공	5319
30	1508
기다리기	3702
workers	5217
31	5006
만요	6860
하냐	6286
머리	2
퍼지는	1597
친절하시고요	3820
특수	3951
않아요	214
마셔도	1926
함께	616
마을	3264
many	5445
갑니다	783
residential	6363
하더라도	4377
오전	794
40	6191
막은	3367
가는	1376
씻지도	2541
40분	3059
착해요	3532
마음	393
만원	2633
이었는데	5414
컬러	7762
막아놓음	8260
50	4552
웃으면서	3718
한바탕	8118
마인	5637
카스테라	1062
갈리지도	1466
dense	3924
가능	355
오긴하는데	7768
엘리베이터	3782
시급	4988
무뎌져	8159
아쉽다	731
나가야	3130
마이	1221
터눈	3094
크진	4565
파롤	8211
편하니께	5638
정책	5464
그램수를	6595
시기	3394
잔잔하다	5033
크지	2223
해야하나	3065
비번	2088
생갈	4947
한남	5442
바쁠	4123
72	8147
생각	132
되어야	3798
따뜻한게	8117
가니	76
바쁜	1449
신규	6196
초당	2299
택배	7782
식기	3825
부푼	8173
갑자기	2073
시켜도	2200
위국	7261
따뜻하고	3889
구워	5984
만드시는거	6598
괜찮겠지	6980
하였는데	6039
남겼다	8230
마인드	1577
복불복	2974
쫀맛	3251
방심한	6868
하자면	1552
챠이	4883
바삭	2307
빠른	2485
그렇고	1989
찾아갈	3128
lost	5145
들어오면	3525
않던데	4091
없이는	4166
패딩	1542
예뻐용	2271
끊김	6586
많을	6391
기다릴	2349
많은	81
강남	3392
work	5135
정체	6091
칠해놓은	7987
불편	1312
만일	7840
많음	835
기다림	7300
맛있구	808
확실한	7171
개꿀	4106
맞아	7853
예뻐요	2368
빠름	4544
맛있다고	1276
먹으려고	1566
먹었슴	3554
멋집니다	3186
비싸게	3534
넣으니까	7680
만이	6153
스토리	2526
신기	3833
컸는데	8066
가던	4315
좋아한다면	3452
불평	7707
쓰기	5675
티백	1656
맛없	86
가고싶다	2752
마셨어요	4367
수요	7777
트입니다	5560
1~2	5577
묵직한	1040
받아서	5094
느껴지지는	7256
우려	1406
사는	1370
많이	19
녹지	2667
떨어지는	2381
생겨	4959
간다	366
쩔은	7172
눌러	2139
매우우수던데	8022
비빔밥	4717
싶지만	6545
지에서의	6641
구의	7579
존맛임	5498
멀리	1586
단호박	1325
밍숭맹숭	6142
호다닥	5775
파운드	886
싱거	5834
수용	2084
싶었습니다	1087
구입	1289
기다리고	5047
좋겠습니다	828
2500	7766
조금씩	227
ect	6065
원두	54
맑은	4196
애매함	5626
생경	7209
카이	3366
구이	8181
갑니당	3976
맛있고	281
애매한	1275
thinner	4774
특별한건	4072
부피	1540
여기는	1557
바뀌고	1952
재밌는	1608
주네	2932
위기	8119
천상	3368
도심	318
렬화되	6063
막좀	7788
아지트	1167
흐렸다	6158
온줄	4862
햄버거	884
맛있게	782
사먹는	3396
별개	5289
특이한	609
가도	758
만점	5791
아담한	3802
기다린	5565
우롱	6839
풍부하고	5119
특이함	3298
그럴거면	3658
불친절한지는	4301
괜찮았습니다	2986
어리둥절했음	2780
변경	3888
높음	2143
한다고	3824
넓습니다	5872
기다리게	6284
나쁘지도	2950
닫았다를	7632
높은	311
그렇게	408
부르는	4701
오지	4699
답답한	2626
디저트	65
어울리는	1262
편안했습니다	7065
반성	5756
이러니까	7037
수유	1787
캡슐	4613
사소한	4522
머뭇	3796
덩치	7230
제철	1950
국적	4869
마주	3613
열어서	5306
화이트	69
두셔서	5653
하는	165
슴둥	7741
땡겨서	7155
구점	6119
만족	648
동생	5042
높이	2120
먹물	7754
한눈	6351
르솔레이	8193
굳은	3449
된다는걸	1335
스피커	1417
파리	505
퉁퉁	6084
강서구	4730
했고	424
가는거라면	2393
financier	5165
타서	1984
던킨	5468
베이컨	3177
싶습니다	4450
싫습니다	6774
와요	1381
여타	3099
분한	7936
두는	7072
빨리	495
그런듯	5308
놓인	6152
퍼내서	7864
독특해서	1898
발생	1422
옷장	5103
규모	687
컬리	3276
하늘	1180
로딩	3136
살고있어서	2572
딱히	724
조심	5240
바쁘셔서	5315
어렵지만	4234
러시	6764
맛있었다	1152
여태	2122
와우	4126
하니	172
해와서	3641
재미있었다	5859
순위	6320
물리는	6661
굳이	636
됐으면	7458
해주세요	467
탄산	5231
모금	874
넉넉하게	3815
답답함	2971
사도	2689
그람	7804
넉넉하고	2580
망원	4001
부드러워서	3936
인테리어	98
싸게	4825
하세요	1651
구조	610
아래쪽	4391
숙입	7958
하다	1992
운운하는건	5615
메론	3317
리첸	6184
뿌려셔	8140
스페셜	1771
그란	6850
모기	834
개념	4096
최대로	5568
먹었을	2510
더러워서	5239
살다	6287
숨겨진	1824
작아서	1248
먹었음	1986
기대하고	1373
극락	2829
묻어서	3448
그래	2692
투하	2543
비밀번호	6573
좋네요	765
만든것	1298
하시던가	7912
마스크	248
낮은것	7679
받았어요	5251
하셨습니다	6373
달지두	4403
다닥다닥	2761
주시면서	6208
가득	1010
잔잔하고	2497
휘핑크림	5361
1시	548
아프면	7223
판매	1064
미에	728
물어봐	3195
블로그	6552
끊기고	584
쓰레기통	4052
마싯음	375
그러	6898
기네	7973
해주고	4958
생길	7202
우리	868
수정	3250
그럴	2749
2시	2762
생기	3384
갔는데	459
그런	953
이태원	4643
생긴	152
싸고	1218
프랜차이즈	2171
하세용	5088
special	5179
느립니다	6066
업그레이드	3139
애프터	8227
가든	4834
스무디	970
롯데	3185
4.0	7359
슴디	5024
유가	7668
4.5	3745
마시지	7786
주는	2272
명당	2285
은평구	8162
한당	5845
보여주시는	3036
싼게	7727
3시	2041
근래	5386
산도	2694
그럼	465
그렇다	4954
한다	1206
들어와서	5852
반숙	6644
우린	4248
제출	6720
맛있	2816
하던	4429
그렇	6087
탈색	1
생김	3330
수제	540
맛임	518
마케팅	4353
와인	677
부드럽진	7427
로또	6564
9:30	4379
4시	4376
와이	6382
지나가면	3876
죽는	4361
놀랐습니다	2724
타이져로	7694
머릿속	4427
가려구요	4560
기념	5894
부리는	732
싱글	5429
박스	2540
미숫가루	538
깨끗한데	2186
맞이	4440
갔다	2199
5시	1286
매운	1637
하던데	2934
라테	4140
쌓이셨고	5797
되면	183
달라붙지	3166
티비	294
사먹는데	9
찾다가	965
많은건	5471
rights	3869
예술의전당	8081
어울린다	6846
매우	258
바밤바	5951
맛있당	100
강합니다	4054
얼어있는	7374
예쁘기까지	7735
6시	3291
좋아함	7416
변기	2768
만질	3453
카페라떼	1964
좋아할	2421
sharp	4776
만진	6938
적절하게	7014
교체	2926
그로	5974
씹혀요	2896
지키고	5801
에너지	5803
하도	5451
다양한	999
2천원	6856
단정하게	7149
찐하고	5254
지나칠	5792
7시	1046
아무렇지	6960
멋쟁이	6010
좋겠지만	4153
급하시면	7753
멜론	2874
만들고	685
뜨여요	8003
둘다	1619
먹으려면	4686
갖다	6183
인데요	7909
4만원	6377
감도	911
밀어	7147
8시	2240
맛있다	898
많지	2279
불호	2866
사드	5278
미운	6506
섞여있고	6645
공공화장실	7953
22.3월	3282
멍멍	5482
달려있어서	7420
학동	4066
한다는	3872
주더	3335
분이라면	6281
9시	795
바뀌는	1949
건강한	1089
했어용	3956
스탬프	6201
명도	6482
피아노	6277
헷갈려서	7749
느껴질만큼	7020
메리	1088
갔던	3320
했어요	789
불친절했음	437
법도	5952
녹차	216
전문점	3561
#카페모닝그루브	7313
감동	1073
많은가	7994
명동	2518
느끼게끔	7876
아버님	6229
싶긴	2020
퀼트	6543
컵홀더	822
라즈베리	2315
열심히	4900
수준	2025
여전히	2057
갈듯	13
데코	4179
맛있는	282
아쉽네요	3382
전농동	5777
같단	6173
준다	3935
같다	741
앉아있더라	507
숨은	2089
쾌적하기도	5005
안좋고	6963
바라지	5643
방석	6379
괜찮고요	6773
좌석	662
더티	2722
불친절하네요	3885
했고요	6962
고급스러운	6451
매일	1504
빵맛	5444
도안	2945
29일	7712
먹엇어	5733
재미있을	624
울림	3567
짠다는거에요	4389
최강	5293
눈물	4661
퍼스트	5589
강하다는	4575
전통	6020
쏘인데	6252
하는지	3509
담았다고	7808
동시	5550
커버	3456
사모예드	1231
만드는게	4362
리치	3771
닫아서	7445
찍는거	7185
모아에서	1957
밀가루	3229
상대	3004
50분	1841
개당	2556
실내	2727
새로운	1497
같던	7435
매장	180
조곤조곤	4191
완전	104
있기가	2728
강도	4999
만나기로	5247
판매량	5544
거지같고	7589
도림로	7662
상단	6193
청소	1523
애플파이	1858
한두	737
기는	1752
되었는데요	5397
벌떡	7451
그러는	8073
없다는	3829
아니어서	2259
모르는거	3476
방송	4482
파바	1077
하든	1728
엄지손가락	4137
버릴듯이	7514
어우러져	4695
하셔서	1119
휴무	851
그릇	1013
하드	7044
그릭	997
그리	382
했는데도	3348
ㅇㅈㅇㅈ	7471
보호자	6470
빠르고	1120
그린	6368
들어갔는데	1355
킹스크로스	7496
되네요	2115
그만	3024
기대	82
끄는	2081
그러려니	4653
10/10	5767
사오는데	1056
10초	6059
와중	4979
이러지	2504
#커피에반하다신월동점	7357
친절하시던데요	3705
가볼만	1978
핫초코	6026
조아	6587
원래	1477
그림	744
들어가는	914
그러다	4102
새는	6310
빨갛게	7734
실망했어요	2264
숙지	4313
비슷하니까	5717
생기는	985
was	4737
했어야	6978
돌아	6061
그러니	4709
주시는데	6866
편합니다	5927
키위	2386
달콤하고	7564
최공	6914
샌드위치	129
미접	6071
놀이터	6468
있었어요	1744
평범합니다	4794
최고	292
대학생	4280
아니라면	5396
맛있넹	7790
태블릿	8202
노출	2563
미제	4419
올라가서	3918
개도	487
보네요	2941
리코	5538
맛집	307
먼데도	7437
칭찬	1727
달지도	1273
베트남	6354
훨씬	159
들으시고	7075
하나요	6200
들었네요	6347
맛있네	151
배송	7833
왔을	2373
동대문	7823
가라	5722
뗐음	4327
도움	5771
vegan	5166
great	5175
빼면	3544
빼주셨으면서	8091
편하고	2677
아쉬운건	191
키작	7797
좋으시고	4682
도우	4094
먹었네요	870
유기농	3507
찐해	7643
기도	2828
뚫고	7470
뀐아망	5868
앉으라고	7039
근사한	3242
놔주셨으면	4646
트여있는	7414
않겠음	3162
시킵니다	6041
시키지	2366
팔방	2557
할듯	2334
깜깜	5257
개수대	6420
특유	1695
넓으나	2278
로롥	5318
파르페	932
맥주	148
뚜껑	3016
식당	2059
났는데	1114
술집	3765
긴데	5364
신도림	7878
필요하고	6032
루이보스	3539
오메가	8246
치케	5679
personally	5759
맞지	727
outside	5210
쩝쩝	7130
쓰는	1149
시대	1646
시댁	4235
game	8168
방식	2858
마천	7895
drinks	5218
다니는거	6653
존엄	3244
why	6349
받지를	4536
커피한잔	1214
트인	5896
그런데	949
끝내	4230
볼거리	3169
그만두세요	5235
줬으면	5815
되어있어서	2230
해주십니당	4489
끝낼	8112
쓰다	2535
보려고	6479
끼고	1592
맛있나	2940
해주십니다	4041
신당	6757
도의	6840
멀어도	3912
색도	5365
불편해서	3684
했나	83
뻘쭘했다	7453
존예	769
맛없었어요	2687
궁금하네요	6438
탑승	1650
끄도	3409
싫으면	532
해당	5627
틀어주면	1938
조용	4924
하셔요	3034
버령	3603
버렸	6624
무제한	8085
맛없고	326
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	803
발걸음	1578
만족했어요	4401
an	4766
코너	6034
주면서	7743
흐름	2529
가려	5013
as	4767
가까이	3931
at	5146
불친절한지	6654
버려	2314
최근	2623
어찌나	5946
bb	206
독일	4585
be	4742
안되게	6633
사라	7637
로즈마리	7110
매직	4796
bl	7625
초록	7190
virus	7606
뭐랄까	1185
말차	221
맛있지도	4874
졸업	6799
도입	1118
by	5190
#꽁치필름	7306
친절하고	428
신림역	937
앉았어요	5968
특정	6746
정말로	854
food	4756
시도	4562
쓰던	6570
는걸	3728
맛없게	5746
적당히	2495
"구청	7521
도장	5074
사람	90
인터넷	2492
사랑	986
하시더라고요	4136
갈래	2214
dp	3013
만들어놓으셨는지	7671
스몰	8026
won	7615
동안	2336
스모	586
복분자	650
따뜻하니	2646
받았을	3337
아깝고	5115
받아	339
5-6	4055
needs	4775
which	5150
아쉬웠는데	1197
덕함	2864
나오는데에	6015
타야	7236
요새	3587
근무	790
보고있을	3717
하겠죠	4872
견뎌내던	7152
관광객	6527
길동	7430
돼서	97
친절하게	1482
꾸준하	5007
보여요	1823
1월	5382
조음	2690
for	5143
느끼해서	5348
조은	5065
해도	793
중독	288
셀룰러	6069
줄때	6521
구청	1028
도전	1156
사러	3310
백신	6076
충분한	4038
5/5	3744
미지	5349
사려	3890
starbucks	4764
2월	6484
싶더라구요	7830
원하신다면	2566
필링	1097
로만	3516
go	5181
벌레	3072
있기는	6443
귀엽지만	4459
필리	5833
500	7530
있었는데도	3211
불친절해요	247
좁아	3302
만드시는	1122
가루	1331
반영	3971
해동	1104
3월	6828
마지막	753
맛없네요	2380
여행	2751
기다리던	7195
도란도란	7116
테드	2178
역할	5750
사례	5796
때우기	5865
상냥하며	7721
신기했어요	3952
데이터	6754
훌쩍	7180
if	5763
토스트	2160
로리스	7415
4월	174
모닝	5277
비싸	2631
맛있지는	5870
in	4772
쇠판	8237
is	4443
it	5128
비싼	425
코로나	2038
향기	4846
하겠음	1437
표현	5425
애매하게	5252
하셔야	5394
삼박자	5824
3천원	6763
하라	4549
돌이	5384
5월	1126
흘린	2409
행복했	5569
치킨	1082
좋아졌어요	4414
새로웠습니다	7158
필요하다면	7551
행복해	7583
끝났는데	7532
비쌈	1987
콘서트	1842
배부르고	7183
6월	3581
요소	1416
연함	7386
5만원	6244
데려간	3623
행복한	3513
연하	2944
편하다	1228
places	5213
불친절한줄	7395
연한	2652
la	7881
인왕산	7378
7월	4205
켤레	7107
키즈	3207
조절	5000
티슈	3336
시켰는데	2162
마치	930
샌드	8046
아니였다	7658
우비	2799
명란	7048
하러	564
second	5168
that	5152
가고싶은데	3501
사먹으러	2253
없으신	6025
덜한	7106
마음대로	7800
친절하구	3315
md	6049
me	4751
알겠어	7703
연해	1833
8월	6056
존재	3837
ethwang	3867
모던	3749
3일	4206
싶어서	1250
my	5171
처음	24
천원	871
버림	876
높네요	4199
게다가	2891
믿지	6646
감사했어요	4980
근방	2108
버린	2894
마카	7752
멜번	7959
버리	6931
no	1634
먹었어용	6814
점포	3109
시원하긴	6163
올라간	927
올라가	2575
왓지	5037
하려	3916
of	4746
도중	7295
on	4744
어떠냐고	5689
or	6141
술찜	7892
먹었어요	1083
알았으면	4424
어려운가요	7862
안되고	3137
타운	3223
테이크아웃	178
괜히	1188
반려견	4582
기다리는	6371
줄었어요	3236
로스터스	8025
좋아	1001
조용했어요	3752
미술관	4194
느낍니다	5612
6일	7469
혼났네	4676
보게	5403
해주시는데	5706
마무리	1844
건가	1125
덕후	6863
they	5139
하셨으면	5354
이탈리안	8058
젝트	5749
다양하고	1820
으그	2650
노원역	541
특징	1772
them	5167
갔다가	3265
목도	7522
반응	6476
넓은데	5812
좋았	2426
건강	3403
시끄럽지만	2943
viral	8161
해주시더라구요	4934
이탈리아	5959
펴있고	7245
뱅쇼	2645
위드	7885
적당한	1928
해주셔서	1707
히든	6155
했다	2738
목동	6906
만들기	2953
절하	4405
착한	1762
